25	2.970700
50	3.898500
75	3.062300
100	3.672200
125	2.793200
150	3.113100
175	2.411000
200	2.218200
225	2.068100
250	1.699500
275	1.928500
300	1.634900
325	1.788700
350	1.514200
375	1.796100
400	1.461300
425	1.781100
450	1.431600
475	1.729700
500	1.388000
525	1.779400
550	1.451500
575	1.750600
600	1.445800
625	1.763400
650	1.436200
675	1.740000
700	1.407500
725	1.788600
750	1.467400
775	1.717900
800	1.422300
825	1.770200
850	1.366100
875	1.778500
900	1.427200
925	1.703200
950	1.383900
975	1.740900
1000	1.433500
1025	1.711300
1050	1.384300
1075	1.749200
1100	1.417800
1125	1.689400
1150	1.400500
1175	1.770300
1200	1.380300
1225	1.758300
1250	1.356000
1275	1.729900
1300	1.360900
1325	1.715500
1350	1.377400
1375	1.702500
1400	1.309700
1425	1.765300
1450	1.427500
1475	1.728700
1500	1.352000
1525	1.709600
1550	1.403600
1575	1.688400
1600	1.514900
1625	1.780600
1650	1.385600
1675	1.687000
1700	1.327300
1725	1.723000
1750	1.438500
1775	1.718200
1800	1.283400
1825	1.723700
1850	1.400100
1875	1.723500
1900	1.376000
1925	1.751100
1950	1.388900
1975	1.744300
2000	1.242500
2025	1.669400
2050	1.347100
2075	1.739400
2100	1.402400
2125	1.707400
2150	1.352600
2175	1.693900
2200	1.322200
2225	1.704400
2250	1.410800
2275	1.694400
2300	1.424600
2325	1.658500
2350	1.430600
2375	1.704700
2400	1.338800
2425	1.712500
2450	1.365600
2475	1.694800
2500	1.321500
2525	1.670400
2550	1.358700
2575	1.698600
2600	1.404700
2625	1.743900
2650	1.339700
2675	1.744900
2700	1.376400
2725	1.752900
2750	1.439000
2775	1.713700
2800	1.332100
2825	1.737900
2850	1.333200
2875	1.720300
2900	1.361500
2925	1.672900
2950	1.375700
2975	1.726500
3000	1.347400
3025	1.673300
3050	1.341300
3075	1.666800
3100	1.333200
3125	1.742700
3150	1.328600
3175	1.672500
3200	1.345100
3225	1.694900
3250	1.326200
3275	1.724000
3300	1.348600
3325	1.710700
3350	1.400500
3375	1.688600
3400	1.294500
3425	1.672300
3450	1.343000
3475	1.705500
3500	1.346600
3525	1.696100
3550	1.388900
3575	1.682200
3600	1.331700
3625	1.747300
3650	1.331600
3675	1.729300
3700	1.377200
3725	1.662100
3750	1.304600
3775	1.691100
3800	1.309900
3825	1.710600
3850	1.366700
3875	1.656900
3900	1.334800
3925	1.647300
3950	1.329100
3975	1.656300
4000	1.352000
4025	1.691600
4050	1.327300
4075	1.729900
4100	1.339500
4125	1.666600
4150	1.365200
4175	1.729100
4200	1.323300
4225	1.675300
4250	1.395800
4275	1.662100
4300	1.331900
4325	1.688600
4350	1.286200
4375	1.647800
4400	1.353700
4425	1.663200
4450	1.422600
4475	1.681400
4500	1.358400
4525	1.692000
4550	1.397500
4575	1.661300
4600	1.310700
4625	1.695400
4650	1.305800
4675	1.657000
4700	1.372600
4725	1.669900
4750	1.320600
4775	1.664500
4800	1.316900
4825	1.673000
4850	1.368100
4875	1.668300
4900	1.298000
4925	1.745400
4950	1.372300
4975	1.653200
5000	1.290200
5025	1.695700
5050	1.362000
5075	1.675000
5100	1.327700
5125	1.693200
5150	1.372100
5175	1.733200
5200	1.366300
5225	1.713400
5250	1.377400
5275	1.693100
5300	1.309300
5325	1.683300
5350	1.298600
5375	1.681400
5400	1.315100
5425	1.657200
5450	1.392500
5475	1.639700
5500	1.326400
5525	1.681900
5550	1.298100
5575	1.680100
5600	1.268500
5625	1.730000
5650	1.386700
5675	1.689400
5700	1.358200
5725	1.631400
5750	1.246800
5775	1.666200
5800	1.318200
5825	1.690600
5850	1.388400
5875	1.728800
5900	1.313900
5925	1.673100
5950	1.363900
5975	1.683100
6000	1.316000
6025	1.684700
6050	1.334100
6075	1.736000
6100	1.305600
6125	1.678400
6150	1.399700
6175	1.669200
6200	1.243000
6225	1.642200
6250	1.280500
6275	1.650300
6300	1.321900
6325	1.705600
6350	1.379100
6375	1.706900
6400	1.368400
6425	1.713000
6450	1.348500
6475	1.700100
6500	1.299400
6525	1.689800
6550	1.273300
6575	1.737700
6600	1.370400
6625	1.684300
6650	1.410700
6675	1.675800
6700	1.364000
6725	1.685200
6750	1.315400
6775	1.635700
6800	1.300400
6825	1.642200
6850	1.336100
6875	1.648700
6900	1.287400
6925	1.663600
6950	1.341500
6975	1.663000
7000	1.342900
7025	1.742200
7050	1.308700
7075	1.682100
7100	1.294400
7125	1.646100
7150	1.350500
7175	1.682200
7200	1.351600
7225	1.706300
7250	1.408500
7275	1.657700
7300	1.336500
7325	1.658400
7350	1.333700
7375	1.654500
7400	1.334400
7425	1.668000
7450	1.327800
7475	1.673100
7500	1.330700
7525	1.672100
7550	1.272400
7575	1.662700
7600	1.290500
7625	1.662800
7650	1.278500
7675	1.670000
7700	1.338500
7725	1.670900
7750	1.304500
7775	1.683200
7800	1.361000
7825	1.665900
7850	1.292000
7875	1.669300
7900	1.293100
7925	1.678700
7950	1.269500
7975	1.665000
8000	1.284800
8025	1.630200
8050	1.357200
8075	1.686800
8100	1.359000
8125	1.673900
8150	1.348000
8175	1.696400
8200	1.332000
8225	1.650700
8250	1.347100
8275	1.712800
8300	1.366800
8325	1.711100
8350	1.399000
8375	1.625100
8400	1.312000
8425	1.675000
8450	1.350100
8475	1.736400
8500	1.333800
8525	1.691300
8550	1.322800
8575	1.693400
8600	1.291600
8625	1.716100
8650	1.370400
8675	1.660600
8700	1.332300
8725	1.632300
8750	1.379700
8775	1.693500
8800	1.400300
8825	1.621200
8850	1.293000
8875	1.726200
8900	1.413900
8925	1.681500
8950	1.309600
8975	1.660100
9000	1.241700
9025	1.670600
9050	1.343800
9075	1.712700
9100	1.332400
9125	1.649000
9150	1.286100
9175	1.634900
9200	1.347600
9225	1.681400
9250	1.376700
9275	1.637600
9300	1.370700
9325	1.651100
9350	1.247400
9375	1.660900
9400	1.325800
9425	1.627900
9450	1.363200
9475	1.627600
9500	1.338500
9525	1.697200
9550	1.306400
9575	1.701800
9600	1.372700
9625	1.683700
9650	1.329200
9675	1.666900
9700	1.406700
9725	1.672700
9750	1.258200
9775	1.711100
9800	1.265700
9825	1.680300
9850	1.372500
9875	1.622100
9900	1.292000
9925	1.662700
9950	1.347700
9975	1.689400
10000	1.298700
10025	1.662500
10050	1.341100
10075	1.719600
10100	1.431200
10125	1.681900
10150	1.405800
10175	1.660600
10200	1.261400
10225	1.626900
10250	1.313500
10275	1.664100
10300	1.314800
10325	1.677600
10350	1.323800
10375	1.674600
10400	1.279700
