Step	Training Loss
32925	1.750100
32950	1.224200
32975	1.717400
33000	1.178300
33025	1.648800
33050	1.249000
33075	1.728100
33100	1.201900
33125	1.758900
33150	1.275400
33175	1.685200
33200	1.209700
33225	1.717300
33250	1.249800
33275	1.648300
33300	1.242700
33325	1.725200
33350	1.371000
33375	1.648200
33400	1.220200
33425	1.722500
33450	1.137500
33475	1.712100
33500	1.295600
33525	1.687400
33550	1.175800
33575	1.765100
33600	1.259100
33625	1.749000
33650	1.226400
33675	1.664100
33700	1.209700
33725	1.676400
33750	1.225300
33775	1.747700
33800	1.265500
33825	1.651500
33850	1.109800
33875	1.696800
33900	1.214400
33925	1.665700
33950	1.143900
33975	1.629700
34000	1.222900
34025	1.685200
34050	1.242200
34075	1.676000
34100	1.202800
34125	1.662000
34150	1.205300
34175	1.736000
34200	1.277600
34225	1.735400
34250	1.225500
34275	1.611200
34300	1.235900
34325	1.606400
34350	1.325300
34375	1.671300
34400	1.247300
34425	1.708900
34450	1.444700
34475	1.667600
34500	1.230100
34525	1.656300
34550	1.320800
34575	1.687700
34600	1.254400
34625	1.666900
34650	1.230400
34675	1.680900
34700	1.205400
34725	1.606100
34750	1.200800
34775	1.655100
34800	1.221100
34825	1.653600
34850	1.199000
34875	1.643200
34900	1.261700
34925	1.696600
34950	1.283700
34975	1.730800
35000	1.251700
35025	1.691300
35050	1.312200
35075	1.729400
35100	1.296500
35125	1.690500
35150	1.262600
35175	1.664100
35200	1.320600
35225	1.751600
35250	1.248200
35275	1.689500
35300	1.295300
35325	1.637900
35350	1.269800
35375	1.721500
35400	1.257600
35425	1.679400
35450	1.241900
35475	1.709300
35500	1.286600
35525	1.673200
35550	1.298700
35575	1.728700
35600	1.185300
35625	1.634600
35650	1.112600
35675	1.672100
35700	1.207200
35725	1.723800
35750	1.279000
35775	1.654400
35800	1.186000
35825	1.706700
35850	1.179400
35875	1.654600
35900	1.200700
35925	1.690900
35950	1.292100
35975	1.682100
36000	1.272100
36025	1.648900
36050	1.221100
36075	1.729100
36100	1.283400
36125	1.663800
36150	1.230300
36175	1.627200
36200	1.253400
36225	1.682200
36250	1.391400
36275	1.705400
36300	1.189400
36325	1.647600
36350	1.186500
36375	1.806000
36400	1.231400
36425	1.714700
36450	1.230500
36475	1.728800
36500	1.231000
36525	1.628600
36550	1.259000
36575	1.745000
36600	1.280900
36625	1.807200
36650	1.251100
36675	1.723800
36700	1.257600
36725	1.673100
36750	1.307300
36775	1.674000
36800	1.337100
36825	1.676400
36850	1.199500
36875	1.703900
36900	1.291900
36925	1.696900
36950	1.423600
36975	1.686800
37000	1.345700
37025	1.668600
37050	1.243900
37075	1.706400
37100	1.241400
37125	1.645300
37150	1.158900
37175	1.687300
37200	1.270700
37225	1.595600
37250	1.298400
37275	1.751000
37300	1.183000
37325	1.711700
37350	1.286600
37375	1.717800
37400	1.354200
37425	1.728900
37450	1.230300
37475	1.738100
37500	1.257500
37525	1.733400
37550	1.288000
37575	1.638900
37600	1.123600
37625	1.739800
37650	1.350200
37675	1.767900
37700	1.229100
37725	1.732500
37750	1.187200
37775	1.681500
37800	1.260800
37825	1.718100
37850	1.272000
37875	1.654600
37900	1.238200
37925	1.651600
37950	1.256700
37975	1.720100
38000	1.214900
38025	1.559400
38050	1.190500
38075	1.736500
38100	1.121400
38125	1.644000
38150	1.247100
38175	1.660200
38200	1.197300
38225	1.700800
38250	1.338400
38275	1.693900
38300	1.297600
38325	1.709300
38350	1.279400
38375	1.610400
38400	1.330400
38425	1.742800
38450	1.229300
38475	1.705500
38500	1.199500
38525	1.651200
38550	1.326700
38575	1.742400
38600	1.201800
38625	1.660900
38650	1.281900
38675	1.668500
38700	1.208800
38725	1.663300
38750	1.332000
38775	1.733200
38800	1.366300
38825	1.623500
38850	1.316100
38875	1.676700
38900	1.176400
38925	1.718000
38950	1.295000
38975	1.703400
39000	1.297500
39025	1.685400
